Farmland_L	Farmland_M	Farmland_H	Forest_L	Forest_M	Forest_H	Grassland_L	Grassland_M	Grassland_H	Wetland_L	Wetland_M	Wetland_H
		1.000934									
		1.00041214									
		1.01009024									
		1.01526217									
		1.14551961									
		0.92895149									
		1.00258068									
		1.07447096									
		1.2135916									
		1.0215029									
		1.02778825									
		0.94551198									
		1.1752254									
		0.99968524									
		1.01225754									
		1.01518203									
		1.06406104									
		1.00132726									
		1.07031745									
		1.04950687									
		0.98599282									
		0.96151911									
		0.99504574									
		1.00470663									
		0.98323175									
		1.01296999									
		1.02025137									
		0.99028922									
		1.0065176									
		0.99587869									
		0.96481991									
		1.00023914									
		1.02603818									
		0.58581273									
		0.53601781									
		1.00396496									
		1.02155828									
		0.96445001									
		1.17496108									
		0.97495729									
		0.99526953									
		1.2212712									
		1.02744328									
		0.98109314									
		0.99554355									
		0.97910621									
		0.97463968									
		0.9777409									
		0.97048516									
		0.9668457									
		1.01878978									
		1.01315913									
		0.98540067									
		1.0643494									
		1.21512571									
		0.98674434									
		1.02130121									
		1.00616137									
		0.7322633									
		0.7206478									
		0.81172918									
		0.81387856									
		0.73184978									
		0.79323523									
		0.9684664									
		0.85375685									
		0.52908146									
		0.61830476									
		0.7770086									
		0.61571364									
		0.94107989									
		0.89513009									
		0.8719681									
		0.98155318									
		0.89537088									
		0.74983645									
		0.90558561									
		0.75766354									
		0.69835454									
		0.79726899									
		0.54444584									
		0.55966252									
		0.74831482									
		0.80271813									
		0.51383468									
		0.55628097									
		0.82564441									
		0.79191796									
		0.68451634									
		0.80661403									
		0.72450221									
		0.77042207									
		0.70983744									
		0.51836128									
		0.53891644									
		1.00166561									
		1.01615457									
		0.98673808									
		1.06460057									
		1.02181592									
		0.8914864									
		0.89670875									
		0.89193947									
		0.89275934									
		0.89231827									
		0.90917679									
		0.91415489									
		0.88363224									
